Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Unit_Price,Quantity,Revenue,Profit,Channel,Year,Month_Name,Quarter
West Gear,1197831,2021-04-07,West,Idaho,Boise,Women's Street Footwear,25.00,475,11875,4156.25,Online,2021,April,2
Sports Direct,1185732,2021-04-05,Southeast,North Carolina,Charlotte,Women's Street Footwear,20.00,575,11500,4600.00,Online,2021,April,2
West Gear,1128299,2020-04-08,West,Colorado,Denver,Men's Apparel,65.00,175,11375,5687.50,In-store,2020,April,2
West Gear,1128299,2020-04-14,West,Colorado,Denver,Men's Apparel,65.00,175,11375,7393.75,In-store,2020,April,2
West Gear,1197831,2021-04-07,West,Idaho,Boise,Women's Athletic Footwear,30.00,375,11250,5062.50,Online,2021,April,2
Foot Locker,1185732,2021-04-14,Midwest,South Dakota,Sioux Falls,Women's Apparel,50.00,225,11250,4500.00,Online,2021,April,2
Sports Direct,1185732,2021-04-11,Midwest,North Dakota,Fargo,Women's Apparel,50.00,225,11250,4500.00,In-store,2021,April,2
West Gear,1185732,2021-04-05,Midwest,Wisconsin,Milwaukee,Women's Apparel,50.00,225,11250,4500.00,In-store,2021,April,2
West Gear,1128299,2021-04-19,South,Louisiana,New Orleans,Women's Athletic Footwear,40.00,275,11000,4400.00,In-store,2021,April,2
Sports Direct,1185732,2021-04-06,Northeast,Connecticut,Hartford,Women's Apparel,40.00,275,11000,3850.00,In-store,2021,April,2
Sports Direct,1185732,2021-04-16,Northeast,Massachusetts,Boston,Women's Apparel,40.00,275,11000,3300.00,In-store,2021,April,2
Sports Direct,1197831,2021-04-05,South,Tennessee,Knoxville,Men's Street Footwear,15.00,725,10875,4350.00,Outlet,2021,April,2
Foot Locker,1185732,2021-04-20,Midwest,Missouri,St. Louis,Women's Apparel,30.00,350,10500,5250.00,In-store,2021,April,2
Amazon,1185732,2021-04-20,Northeast,New Hampshire,Manchester,Men's Apparel,60.00,175,10500,3150.00,In-store,2021,April,2
Amazon,1185732,2021-04-23,West,Alaska,Anchorage,Women's Street Footwear,45.00,225,10125,2531.25,Outlet,2021,April,2
Foot Locker,1128299,2021-04-26,Southeast,Virginia,Richmond,Women's Athletic Footwear,45.00,225,10125,3543.75,In-store,2021,April,2
West Gear,1128299,2021-04-26,West,Oregon,Portland,Women's Athletic Footwear,45.00,225,10125,3543.75,In-store,2021,April,2
Amazon,1185732,2021-04-13,Northeast,Vermont,Burlington,Men's Athletic Footwear,45.00,225,10125,4556.25,In-store,2021,April,2
Sports Direct,1197831,2021-04-02,South,Tennessee,Knoxville,Women's Athletic Footwear,25.00,400,10000,5000.00,Outlet,2021,April,2
West Gear,1185732,2021-04-13,West,Utah,Salt Lake City,Women's Apparel,25.00,400,10000,5000.00,In-store,2021,April,2
Amazon,1185732,2021-04-24,Southeast,Kentucky,Louisville,Women's Apparel,40.00,250,10000,4000.00,Online,2021,April,2
Walmart,1197831,2021-04-22,South,Arkansas,Little Rock,Men's Apparel,40.00,250,10000,3500.00,Online,2021,April,2
Amazon,1185732,2021-04-20,Northeast,New Hampshire,Manchester,Women's Street Footwear,40.00,250,10000,3000.00,In-store,2021,April,2
Sports Direct,1197831,2021-04-01,South,Tennessee,Knoxville,Women's Street Footwear,20.00,500,10000,4000.00,Outlet,2021,April,2
West Gear,1197831,2021-04-22,South,Oklahoma,Oklahoma City,Women's Apparel,30.00,325,9750,3900.00,Online,2021,April,2
West Gear,1185732,2021-04-12,Midwest,Indiana,Indianapolis,Men's Apparel,65.00,150,9750,2925.00,In-store,2021,April,2
Sports Direct,1128299,2021-04-15,Southeast,Georgia,Atlanta,Men's Apparel,55.00,175,9625,3368.75,Online,2021,April,2
West Gear,1185732,2021-04-13,West,Utah,Salt Lake City,Men's Apparel,35.00,275,9625,3368.75,In-store,2021,April,2
West Gear,1197831,2021-04-07,West,Idaho,Boise,Men's Apparel,35.00,275,9625,2887.50,Online,2021,April,2
Foot Locker,1185732,2021-04-08,Midwest,Iowa,Des Moines,Men's Street Footwear,20.00,475,9500,2850.00,In-store,2021,April,2
Foot Locker,1185732,2021-04-19,South,Mississippi,Jackson,Men's Athletic Footwear,25.00,375,9375,3281.25,Online,2021,April,2
Amazon,1185732,2021-04-23,West,Alaska,Anchorage,Men's Apparel,60.00,150,9000,2250.00,Outlet,2021,April,2
Kohl's,1197831,2021-04-15,Midwest,Kansas,Wichita,Women's Apparel,30.00,300,9000,3150.00,Online,2021,April,2
West Gear,1185732,2021-04-05,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,20.00,450,9000,2700.00,In-store,2021,April,2
West Gear,1128299,2020-04-02,West,Colorado,Denver,Men's Apparel,60.00,150,9000,4500.00,In-store,2020,April,2
Sports Direct,1197831,2021-04-03,South,Tennessee,Knoxville,Men's Apparel,30.00,300,9000,3150.00,Outlet,2021,April,2
Foot Locker,1185732,2021-04-20,Midwest,Missouri,St. Louis,Men's Apparel,40.00,225,9000,3150.00,In-store,2021,April,2
Foot Locker,1185732,2021-04-16,Northeast,Delaware,Wilmington,Men's Athletic Footwear,40.00,225,9000,3150.00,In-store,2021,April,2
Kohl's,1185732,2021-04-09,Northeast,New Jersey,Newark,Women's Apparel,35.00,250,8750,3500.00,In-store,2021,April,2
Amazon,1185732,2021-04-12,Midwest,Ohio,Columbus,Women's Athletic Footwear,25.00,350,8750,3500.00,Online,2021,April,2
Amazon,1185732,2021-04-12,Midwest,Ohio,Columbus,Women's Street Footwear,20.00,425,8500,3400.00,Online,2021,April,2
Foot Locker,1128299,2021-04-12,West,Hawaii,Honolulu,Men's Apparel,55.00,150,8250,1237.50,Outlet,2021,April,2
Foot Locker,1185732,2021-04-20,Midwest,Missouri,St. Louis,Men's Athletic Footwear,30.00,275,8250,2887.50,In-store,2021,April,2
Foot Locker,1128299,2021-04-25,West,Arizona,Phoenix,Men's Apparel,55.00,150,8250,2475.00,Online,2021,April,2
Amazon,1185732,2021-04-13,Northeast,Vermont,Burlington,Men's Apparel,55.00,150,8250,2887.50,In-store,2021,April,2
West Gear,1185732,2021-04-13,West,Utah,Salt Lake City,Men's Athletic Footwear,25.00,325,8125,2843.75,In-store,2021,April,2
Sports Direct,1185732,2021-04-06,Northeast,Connecticut,Hartford,Men's Athletic Footwear,40.00,200,8000,3200.00,In-store,2021,April,2
West Gear,1128299,2021-04-19,South,Louisiana,New Orleans,Men's Apparel,45.00,175,7875,3543.75,In-store,2021,April,2
Amazon,1185732,2021-04-24,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45.00,175,7875,2756.25,Online,2021,April,2
Amazon,1185732,2021-04-13,Northeast,Vermont,Burlington,Women's Street Footwear,35.00,225,7875,2756.25,In-store,2021,April,2
Amazon,1185732,2021-04-20,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,45.00,175,7875,2362.50,In-store,2021,April,2
West Gear,1185732,2021-04-19,Northeast,West Virginia,Charleston,Men's Athletic Footwear,30.00,250,7500,3000.00,In-store,2021,April,2
Walmart,1197831,2021-04-22,South,Arkansas,Little Rock,Men's Athletic Footwear,25.00,300,7500,2625.00,Online,2021,April,2
Foot Locker,1185732,2021-04-08,Midwest,Iowa,Des Moines,Men's Apparel,60.00,125,7500,3750.00,In-store,2021,April,2
Foot Locker,1185732,2021-04-16,Northeast,Delaware,Wilmington,Men's Apparel,50.00,150,7500,2250.00,In-store,2021,April,2
Amazon,1185732,2021-04-23,West,Alaska,Anchorage,Women's Athletic Footwear,50.00,150,7500,1875.00,Outlet,2021,April,2
Amazon,1185732,2021-04-24,Southeast,Kentucky,Louisville,Women's Street Footwear,40.00,175,7000,2800.00,Online,2021,April,2
West Gear,1197831,2021-04-22,South,Oklahoma,Oklahoma City,Men's Apparel,40.00,175,7000,2450.00,Online,2021,April,2
West Gear,1185732,2021-04-23,Northeast,Maryland,Baltimore,Women's Apparel,35.00,200,7000,2100.00,In-store,2021,April,2
Foot Locker,1185732,2021-04-09,Northeast,Rhode Island,Providence,Women's Apparel,35.00,200,7000,2800.00,In-store,2021,April,2
Foot Locker,1185732,2021-04-16,Northeast,Delaware,Wilmington,Women's Street Footwear,30.00,225,6750,2700.00,In-store,2021,April,2
Foot Locker,1128299,2021-04-26,Southeast,Virginia,Richmond,Men's Apparel,50.00,125,6250,2500.00,In-store,2021,April,2
West Gear,1128299,2021-04-26,West,Oregon,Portland,Men's Apparel,50.00,125,6250,2500.00,In-store,2021,April,2
Amazon,1185732,2021-04-24,Southeast,Kentucky,Louisville,Men's Apparel,50.00,125,6250,2187.50,Online,2021,April,2
Sports Direct,1185732,2021-04-06,Northeast,Connecticut,Hartford,Men's Apparel,50.00,125,6250,1875.00,In-store,2021,April,2
Sports Direct,1185732,2021-04-16,Northeast,Massachusetts,Boston,Men's Apparel,50.00,125,6250,1562.50,In-store,2021,April,2
Kohl's,1185732,2021-04-09,Northeast,New Jersey,Newark,Men's Athletic Footwear,35.00,175,6125,2143.75,In-store,2021,April,2
Sports Direct,1185732,2021-04-06,Northeast,Connecticut,Hartford,Women's Street Footwear,30.00,200,6000,1800.00,In-store,2021,April,2
Kohl's,1197831,2021-04-15,Midwest,Kansas,Wichita,Men's Apparel,40.00,150,6000,2100.00,Online,2021,April,2
Foot Locker,1185732,2021-04-14,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,40.00,150,6000,1800.00,Online,2021,April,2
Foot Locker,1185732,2021-04-14,Midwest,South Dakota,Sioux Falls,Men's Apparel,60.00,100,6000,2100.00,Online,2021,April,2
Sports Direct,1185732,2021-04-11,Midwest,North Dakota,Fargo,Men's Apparel,60.00,100,6000,2100.00,In-store,2021,April,2
West Gear,1185732,2021-04-05,Midwest,Wisconsin,Milwaukee,Men's Apparel,60.00,100,6000,3000.00,In-store,2021,April,2
Sports Direct,1185732,2021-04-16,Northeast,Massachusetts,Boston,Men's Athletic Footwear,40.00,150,6000,1800.00,In-store,2021,April,2
Amazon,1185732,2021-04-13,Northeast,Vermont,Burlington,Women's Athletic Footwear,40.00,150,6000,2100.00,In-store,2021,April,2
Foot Locker,1185732,2021-04-19,South,Mississippi,Jackson,Women's Athletic Footwear,20.00,300,6000,2400.00,Online,2021,April,2
Foot Locker,1185732,2021-04-19,South,Mississippi,Jackson,Women's Street Footwear,15.00,375,5625,2250.00,Online,2021,April,2
West Gear,1197831,2021-04-22,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25.00,225,5625,1968.75,Online,2021,April,2
Foot Locker,1185732,2021-04-20,Midwest,Missouri,St. Louis,Women's Street Footwear,20.00,275,5500,1925.00,In-store,2021,April,2
Foot Locker,1185732,2021-04-16,Northeast,Delaware,Wilmington,Women's Athletic Footwear,35.00,150,5250,2100.00,In-store,2021,April,2
West Gear,1185732,2021-04-12,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,25.00,200,5000,2000.00,In-store,2021,April,2
Foot Locker,1185732,2021-04-20,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25.00,200,5000,2000.00,In-store,2021,April,2
West Gear,1185732,2021-04-13,West,Utah,Salt Lake City,Women's Athletic Footwear,20.00,250,5000,2000.00,In-store,2021,April,2
Kohl's,1197831,2021-04-15,Midwest,Kansas,Wichita,Men's Athletic Footwear,25.00,200,5000,1750.00,Online,2021,April,2
West Gear,1185732,2021-04-19,Northeast,West Virginia,Charleston,Women's Street Footwear,20.00,250,5000,2000.00,In-store,2021,April,2
West Gear,1185732,2021-04-13,West,Utah,Salt Lake City,Women's Street Footwear,15.00,325,4875,1706.25,In-store,2021,April,2
Walmart,1197831,2021-04-22,South,Arkansas,Little Rock,Women's Street Footwear,15.00,300,4500,1800.00,Online,2021,April,2
Foot Locker,1185732,2021-04-14,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,30.00,150,4500,1350.00,Online,2021,April,2
Sports Direct,1185732,2021-04-11,Midwest,North Dakota,Fargo,Men's Athletic Footwear,30.00,150,4500,1350.00,Online,2021,April,2
Sports Direct,1185732,2021-04-16,Northeast,Massachusetts,Boston,Women's Street Footwear,30.00,150,4500,1125.00,In-store,2021,April,2
Amazon,1185732,2021-04-24,Southeast,Kentucky,Louisville,Women's Athletic Footwear,45.00,100,4500,1800.00,Online,2021,April,2
Kohl's,1185732,2021-04-09,Northeast,New Jersey,Newark,Men's Apparel,45.00,100,4500,1350.00,In-store,2021,April,2
Walmart,1197831,2021-04-22,South,Arkansas,Little Rock,Women's Athletic Footwear,20.00,225,4500,1800.00,Online,2021,April,2
Kohl's,1185732,2021-04-09,Northeast,New Jersey,Newark,Women's Street Footwear,25.00,175,4375,1750.00,In-store,2021,April,2
West Gear,1185732,2021-04-23,Northeast,Maryland,Baltimore,Men's Athletic Footwear,35.00,125,4375,1531.25,In-store,2021,April,2
Sports Direct,1185732,2021-04-06,Northeast,Connecticut,Hartford,Women's Athletic Footwear,35.00,125,4375,1312.50,In-store,2021,April,2
Foot Locker,1185732,2021-04-09,Northeast,Rhode Island,Providence,Men's Athletic Footwear,35.00,125,4375,1531.25,In-store,2021,April,2
Sports Direct,1185732,2021-04-16,Northeast,Massachusetts,Boston,Women's Athletic Footwear,35.00,125,4375,1093.75,In-store,2021,April,2
West Gear,1185732,2021-04-19,Northeast,West Virginia,Charleston,Women's Athletic Footwear,25.00,175,4375,1750.00,In-store,2021,April,2
Foot Locker,1185732,2021-04-08,Midwest,Iowa,Des Moines,Men's Athletic Footwear,20.00,175,3500,1225.00,In-store,2021,April,2
West Gear,1197831,2021-04-22,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.00,225,3375,1350.00,Online,2021,April,2
West Gear,1185732,2021-04-23,Northeast,Maryland,Baltimore,Women's Street Footwear,25.00,125,3125,1093.75,In-store,2021,April,2
Foot Locker,1185732,2021-04-09,Northeast,Rhode Island,Providence,Women's Street Footwear,25.00,125,3125,1250.00,In-store,2021,April,2
West Gear,1197831,2021-04-22,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20.00,150,3000,1200.00,Online,2021,April,2
Kohl's,1197831,2021-04-15,Midwest,Kansas,Wichita,Women's Street Footwear,15.00,200,3000,1050.00,Online,2021,April,2
Sports Direct,1185732,2021-04-11,Midwest,North Dakota,Fargo,Women's Street Footwear,20.00,150,3000,900.00,Online,2021,April,2
West Gear,1185732,2021-04-05,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,20.00,150,3000,1050.00,In-store,2021,April,2
West Gear,1185732,2021-04-12,Midwest,Indiana,Indianapolis,Women's Street Footwear,15.00,200,3000,1050.00,In-store,2021,April,2
Kohl's,1185732,2021-04-09,Northeast,New Jersey,Newark,Women's Athletic Footwear,30.00,100,3000,1200.00,In-store,2021,April,2
Foot Locker,1185732,2021-04-14,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35.00,75,2625,787.50,Online,2021,April,2
Kohl's,1197831,2021-04-15,Midwest,Kansas,Wichita,Women's Athletic Footwear,20.00,125,2500,875.00,Online,2021,April,2
West Gear,1185732,2021-04-12,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,20.00,125,2500,875.00,In-store,2021,April,2
West Gear,1185732,2021-04-23,Northeast,Maryland,Baltimore,Men's Apparel,45.00,50,2250,675.00,In-store,2021,April,2
Foot Locker,1185732,2021-04-09,Northeast,Rhode Island,Providence,Men's Apparel,45.00,50,2250,675.00,In-store,2021,April,2
Walmart,1185732,2020-04-21,Northeast,New York,New York,Men's Street Footwear,56.00,360,2016,1249.92,Online,2020,April,2
Walmart,1185732,2020-04-28,Northeast,New York,New York,Women's Apparel,68.00,290,1972,749.36,Online,2020,April,2
Sports Direct,1185732,2021-04-11,Midwest,North Dakota,Fargo,Women's Athletic Footwear,25.00,75,1875,562.50,Online,2021,April,2
Walmart,1185732,2020-04-29,Northeast,New York,New York,Men's Street Footwear,46.00,403,1853.8,1038.13,Outlet,2020,April,2
Walmart,1185732,2020-04-20,Northeast,New York,New York,Women's Apparel,62.00,290,1798,665.26,Online,2020,April,2
Walmart,1185732,2020-04-29,Northeast,New York,New York,Men's Street Footwear,60.00,299,1794,1076.40,Online,2020,April,2
Foot Locker,1185732,2021-04-08,Midwest,Iowa,Des Moines,Women's Street Footwear,10.00,175,1750,525.00,In-store,2021,April,2
Walmart,1185732,2020-04-20,Northeast,New York,New York,Women's Apparel,48.00,355,1704,511.20,Outlet,2020,April,2
Walmart,1185732,2020-04-26,Northeast,New York,New York,Women's Apparel,59.00,280,1652,660.80,Online,2020,April,2
Walmart,1185732,2020-04-28,Northeast,New York,New York,Women's Apparel,50.00,330,1650,462.00,Outlet,2020,April,2
West Gear,1185732,2020-04-26,Southeast,Florida,Miami,Men's Street Footwear,55.00,290,1595,941.05,Online,2020,April,2
Walmart,1185732,2020-04-21,Northeast,New York,New York,Men's Street Footwear,39.00,408,1591.2,875.16,Outlet,2020,April,2
West Gear,1185732,2020-04-26,Southeast,Florida,Miami,Women's Apparel,64.00,248,1587.2,1015.81,Online,2020,April,2
Walmart,1185732,2020-04-26,Northeast,New York,New York,Women's Apparel,45.00,350,1575,472.50,Outlet,2020,April,2
West Gear,1185732,2020-04-26,Southeast,Florida,Miami,Men's Street Footwear,52.00,300,1560,873.60,Online,2020,April,2
Walmart,1185732,2020-04-27,Northeast,New York,New York,Men's Apparel,64.00,236,1510.4,634.37,Online,2020,April,2
Walmart,1185732,2020-04-22,Northeast,New York,New York,Men's Athletic Footwear,43.00,350,1505,496.65,Outlet,2020,April,2
West Gear,1128299,2020-04-21,West,Colorado,Denver,Women's Apparel,83.00,181,1502.3,645.99,Online,2020,April,2
Foot Locker,1185732,2021-04-08,Midwest,Iowa,Des Moines,Women's Athletic Footwear,15.00,100,1500,450.00,In-store,2021,April,2
West Gear,1185732,2021-04-05,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,10.00,150,1500,450.00,In-store,2021,April,2
West Gear,1185732,2021-04-23,Northeast,Maryland,Baltimore,Women's Athletic Footwear,30.00,50,1500,525.00,In-store,2021,April,2
Foot Locker,1185732,2021-04-09,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30.00,50,1500,600.00,In-store,2021,April,2
Walmart,1185732,2020-04-27,Northeast,New York,New York,Men's Apparel,51.00,289,1473.9,471.65,Outlet,2020,April,2
Walmart,1185732,2020-04-25,Northeast,New York,New York,Men's Apparel,58.00,252,1461.6,584.64,Online,2020,April,2
Walmart,1185732,2020-04-19,Northeast,New York,New York,Men's Apparel,54.00,270,1458,656.10,Online,2020,April,2
Walmart,1185732,2020-04-30,Northeast,New York,New York,Men's Athletic Footwear,53.00,273,1446.9,622.17,Online,2020,April,2
Walmart,1185732,2020-04-25,Northeast,New York,New York,Men's Apparel,44.00,315,1386,512.82,Outlet,2020,April,2
West Gear,1128299,2020-04-29,West,Colorado,Denver,Men's Athletic Footwear,73.00,189,1379.7,579.47,Online,2020,April,2
Walmart,1185732,2020-04-22,Northeast,New York,New York,Men's Athletic Footwear,50.00,270,1350,594.00,Online,2020,April,2
Sports Direct,1197831,2021-04-25,South,Tennessee,Knoxville,Women's Street Footwear,46.00,285,1311,786.60,Online,2021,April,2
Foot Locker,1185732,2020-04-02,Northeast,New York,New York,Women's Athletic Footwear,40.00,324,1296,518.40,Outlet,2020,April,2
West Gear,1128299,2020-04-22,West,Colorado,Denver,Men's Street Footwear,64.00,202,1292.8,775.68,Online,2020,April,2
Kohl's,1189833,2021-04-26,West,California,Los Angeles,Women's Apparel,48.00,264,1267.2,278.78,Outlet,2021,April,2
Walmart,1185732,2020-04-23,Northeast,New York,New York,Women's Street Footwear,47.00,268,1259.6,592.01,Online,2020,April,2
West Gear,1128299,2020-04-23,West,Colorado,Denver,Men's Athletic Footwear,67.00,188,1259.6,503.84,Online,2020,April,2
Sports Direct,1197831,2021-04-24,South,Tennessee,Knoxville,Men's Athletic Footwear,54.00,233,1258.2,717.17,Online,2021,April,2
Walmart,1185732,2020-04-30,Northeast,New York,New York,Men's Athletic Footwear,40.00,312,1248,449.28,Outlet,2020,April,2
West Gear,1128299,2020-04-28,West,Colorado,Denver,Men's Street Footwear,63.00,196,1234.8,728.53,Online,2020,April,2
Sports Direct,1197831,2021-04-25,South,Tennessee,Knoxville,Women's Street Footwear,39.00,314,1224.6,575.56,Outlet,2021,April,2
Kohl's,1189833,2021-04-26,West,California,Los Angeles,Women's Apparel,60.00,200,1200,372.00,Online,2021,April,2
Walmart,1185732,2020-04-19,Northeast,New York,New York,Men's Apparel,43.00,279,1199.7,395.90,Outlet,2020,April,2
Sports Direct,1197831,2021-04-24,South,Tennessee,Knoxville,Men's Athletic Footwear,44.00,271,1192.4,608.12,Outlet,2021,April,2
